run_id,symbol,segment,direction,regime_label,entry_time,exit_time,bars_held,rsi14,bb_pct_b,funding_rate,fear_greed,pnl_pct,r_multiple,mfe_r,mae_r,win,exit_reason
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-08-29T11:00:00+00:00,2024-08-29T14:00:00+00:00,4,58.6,1.112,-1.644e-05,29.0,-1.31,-1.131,0.65,1.27,0,STOP_LOSS
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-09-04T16:00:00+00:00,2024-09-04T22:00:00+00:00,7,65.1,1.036,-1.47e-05,27.0,0.497,0.4,1.05,0.16,1,STOP_LOSS+PARTIAL
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-12-24T13:00:00+00:00,2024-12-24T14:00:00+00:00,2,61.7,1.151,0.0001,73.0,-1.371,-1.125,1.53,1.21,0,STOP_LOSS
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-03-11T10:00:00+00:00,2025-03-11T16:00:00+00:00,7,59.0,1.016,3.26e-05,24.0,0.865,0.437,1.7,0.26,1,STOP_LOSS+PARTIAL
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-08-26T21:00:00+00:00,2025-08-27T13:00:00+00:00,17,60.0,1.149,0.0001,48.0,0.352,0.369,1.17,0.74,1,STOP_LOSS+PARTIAL
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-08-31T00:00:00+00:00,2025-08-31T13:00:00+00:00,14,60.7,1.303,8.042e-05,48.0,0.645,1.258,2.14,0.16,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-10-12T15:00:00+00:00,2025-10-12T16:00:00+00:00,2,60.3,1.082,2.865e-05,24.0,-1.459,-1.116,0.76,1.02,0,STOP_LOSS
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-10-12T16:00:00+00:00,2025-10-12T21:00:00+00:00,6,65.3,1.153,-0.00010915,24.0,-1.498,-1.113,0.57,1.0,0,STOP_LOSS
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-05T15:00:00+00:00,2025-11-06T16:00:00+00:00,26,58.8,1.053,2.831e-05,23.0,2.053,1.416,2.28,0.54,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-11-16T09:00:00+00:00,2025-11-16T15:00:00+00:00,7,59.8,1.009,0.0001,10.0,1.133,1.353,2.8,0.01,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-11-18T16:00:00+00:00,2025-11-19T05:00:00+00:00,14,61.8,1.061,3.725e-05,11.0,2.269,1.424,2.33,0.23,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-23T01:00:00+00:00,2025-11-23T14:00:00+00:00,14,61.8,1.22,3.812e-05,13.0,-1.435,-1.118,0.84,1.2,0,STOP_LOSS
20260624T150558Z,BTCUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-12-16T15:00:00+00:00,2025-12-17T14:00:00+00:00,24,59.8,1.152,1.35e-05,11.0,0.53,0.405,1.54,1.48,1,STOP_LOSS+PARTIAL
20260624T150558Z,BTCUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_HIGH,2026-02-02T15:00:00+00:00,2026-02-03T17:00:00+00:00,27,60.1,1.023,-3.043e-05,14.0,2.854,1.439,2.54,0.33,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,BTCUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_HIGH,2026-02-06T15:00:00+00:00,2026-02-06T17:00:00+00:00,3,59.2,1.024,-0.00013688,9.0,-3.307,-1.049,0.4,1.33,0,STOP_LOSS
20260624T150558Z,BTCUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-02-25T01:00:00+00:00,2026-02-25T12:00:00+00:00,12,70.2,1.225,2.375e-05,11.0,0.608,0.415,1.82,0.43,1,STOP_LOSS+PARTIAL
20260624T150558Z,BTCUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-03-30T02:00:00+00:00,2026-03-30T08:00:00+00:00,7,60.2,1.029,3e-06,8.0,-1.262,-1.137,0.73,1.11,0,STOP_LOSS
20260624T150558Z,BTCUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-06-07T03:00:00+00:00,2026-06-07T08:00:00+00:00,6,59.6,1.115,-2.828e-05,12.0,-1.451,-1.117,0.36,1.57,0,STOP_LOSS
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-07-06T16:00:00+00:00,2024-07-07T14:00:00+00:00,23,64.6,1.175,5.847e-05,26.0,2.043,1.415,2.18,0.7,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-07-08T08:00:00+00:00,2024-07-08T14:00:00+00:00,7,65.7,1.067,3.423e-05,28.0,3.788,1.927,2.78,0.66,1,TAKE_PROFIT
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-07-26T04:00:00+00:00,2024-07-27T13:00:00+00:00,34,58.7,1.071,3.903e-05,68.0,-1.873,-1.089,0.59,1.31,0,STOP_LOSS
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-09-04T16:00:00+00:00,2024-09-05T06:00:00+00:00,15,65.0,1.02,5.833e-05,27.0,2.295,1.424,2.52,0.32,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-12-27T09:00:00+00:00,2024-12-27T15:00:00+00:00,7,59.2,1.167,8.428e-05,74.0,2.331,1.426,2.06,0.38,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-02-03T22:00:00+00:00,2025-02-04T19:00:00+00:00,22,61.4,1.049,-0.00025121,44.0,2.096,0.472,1.62,0.4,1,STOP_LOSS+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-02-09T03:00:00+00:00,2025-02-09T21:00:00+00:00,19,62.0,1.236,-3.64e-06,46.0,2.124,1.418,3.96,0.51,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-02-12T17:00:00+00:00,2025-02-12T22:00:00+00:00,6,61.3,1.203,8.407e-05,46.0,-2.23,-1.074,0.46,2.21,0,STOP_LOSS
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-03-08T13:00:00+00:00,2025-03-08T19:00:00+00:00,7,59.4,1.048,3.76e-05,28.0,-2.054,-1.08,0.7,1.07,0,STOP_LOSS
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-03-10T11:00:00+00:00,2025-03-10T14:00:00+00:00,4,60.8,1.114,2.575e-05,20.0,3.261,1.447,2.73,0.23,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-03-31T12:00:00+00:00,2025-03-31T14:00:00+00:00,3,58.3,1.116,2.663e-05,34.0,0.769,0.431,1.2,0.38,1,STOP_LOSS+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-03-31T14:00:00+00:00,2025-04-01T08:00:00+00:00,19,58.6,1.113,2.663e-05,34.0,-2.084,-1.079,0.66,1.48,0,STOP_LOSS
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-06-23T18:00:00+00:00,2025-06-23T20:00:00+00:00,3,60.0,1.123,1.3e-06,47.0,-2.505,-1.065,0.6,1.37,0,STOP_LOSS
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-09-26T17:00:00+00:00,2025-09-28T16:00:00+00:00,48,62.0,1.22,4.775e-05,28.0,0.822,0.434,1.03,0.31,1,STOP_LOSS+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-10-12T14:00:00+00:00,2025-10-12T15:00:00+00:00,2,67.5,1.235,8.39e-06,24.0,-2.503,-1.065,1.78,1.12,0,STOP_LOSS
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-11-05T16:00:00+00:00,2025-11-06T16:00:00+00:00,25,59.3,1.08,6.56e-06,23.0,3.661,1.452,2.22,0.49,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-18T15:00:00+00:00,2025-11-19T10:00:00+00:00,20,58.9,1.13,0.0001,11.0,1.043,0.447,1.58,0.87,1,STOP_LOSS+PARTIAL
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-22T22:00:00+00:00,2025-11-23T04:00:00+00:00,7,58.5,1.162,4.657e-05,11.0,-1.845,-1.09,1.0,1.33,0,STOP_LOSS
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-12-02T14:00:00+00:00,2025-12-02T15:00:00+00:00,2,71.2,1.242,5.552e-05,23.0,-1.579,-1.107,1.31,3.15,0,STOP_LOSS
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-12-17T14:00:00+00:00,2025-12-17T15:00:00+00:00,2,63.3,1.255,3.718e-05,16.0,3.064,1.909,2.27,0.73,1,TAKE_PROFIT
20260624T150558Z,ETHUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-12-18T13:00:00+00:00,2025-12-18T17:00:00+00:00,5,71.5,1.47,-3.186e-05,17.0,2.91,1.905,3.68,0.74,1,TAKE_PROFIT
20260624T150558Z,ETHUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_HIGH,2026-01-21T19:00:00+00:00,2026-01-22T15:00:00+00:00,21,59.2,1.163,1.113e-05,24.0,3.355,1.448,2.11,0.19,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,ETHUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-01-23T17:00:00+00:00,2026-01-25T16:00:00+00:00,48,58.8,1.005,5.045e-05,24.0,2.218,1.422,2.39,0.68,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,ETHUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_HIGH,2026-02-02T15:00:00+00:00,2026-02-03T17:00:00+00:00,27,60.0,1.053,-8.208e-05,14.0,5.086,1.466,2.18,0.29,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,ETHUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_HIGH,2026-02-06T16:00:00+00:00,2026-02-07T04:00:00+00:00,13,60.6,1.124,1.852e-05,9.0,-4.042,-1.04,0.83,1.05,0,STOP_LOSS
20260624T150558Z,ETHUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-03-09T03:00:00+00:00,2026-03-09T05:00:00+00:00,3,59.2,1.028,-0.00022545,8.0,-1.837,-1.091,0.55,1.1,0,STOP_LOSS
20260624T150558Z,ETHUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_LOW,2026-03-28T13:00:00+00:00,2026-03-29T22:00:00+00:00,34,62.4,1.34,-8.079e-05,12.0,1.45,1.383,4.12,0.99,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,ETHUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-03-30T02:00:00+00:00,2026-03-30T05:00:00+00:00,4,62.7,1.219,-2.586e-05,8.0,-1.552,-1.109,0.79,1.02,0,STOP_LOSS
20260624T150558Z,ETHUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_LOW,2026-05-13T04:00:00+00:00,2026-05-13T13:00:00+00:00,10,58.8,1.024,1.323e-05,42.0,1.066,1.344,2.64,0.91,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,ETHUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_HIGH,2026-05-14T14:00:00+00:00,2026-05-14T16:00:00+00:00,3,58.1,1.234,5.526e-05,34.0,-1.169,-1.149,1.76,1.36,0,STOP_LOSS
20260624T150558Z,ETHUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-05-20T06:00:00+00:00,2026-05-21T01:00:00+00:00,20,59.0,1.231,5.523e-05,27.0,-1.068,-1.165,1.02,1.21,0,STOP_LOSS
20260624T150558Z,ETHUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-05-29T15:00:00+00:00,2026-05-30T14:00:00+00:00,24,60.8,1.207,7.04e-05,23.0,0.468,0.395,1.34,0.62,1,STOP_LOSS+PARTIAL
20260624T150558Z,ETHUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-06-07T05:00:00+00:00,2026-06-07T08:00:00+00:00,4,59.5,1.032,-6.624e-05,12.0,-1.931,-1.086,0.38,1.34,0,STOP_LOSS
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-08-12T11:00:00+00:00,2024-08-12T14:00:00+00:00,4,60.6,1.048,6.88e-06,25.0,1.028,0.446,2.09,0.16,1,STOP_LOSS+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-09-04T14:00:00+00:00,2024-09-06T12:00:00+00:00,47,63.1,1.13,-1.3e-05,27.0,0.938,0.442,1.93,0.96,1,STOP_LOSS+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-09-06T12:00:00+00:00,2024-09-06T14:00:00+00:00,3,62.8,1.248,4.047e-05,22.0,2.689,1.435,2.05,0.3,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-10-11T02:00:00+00:00,2024-10-11T12:00:00+00:00,11,58.6,1.018,5.45e-06,32.0,-1.667,-1.101,0.62,1.03,0,STOP_LOSS
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-12-17T09:00:00+00:00,2024-12-17T12:00:00+00:00,4,60.7,1.018,4.064e-05,87.0,-1.958,-1.085,1.25,1.41,0,STOP_LOSS
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-01-11T20:00:00+00:00,2025-01-12T15:00:00+00:00,20,62.0,1.315,-4.343e-05,69.0,0.634,0.418,1.81,0.52,1,STOP_LOSS+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-02-19T11:00:00+00:00,2025-02-20T04:00:00+00:00,18,60.2,1.05,3.53e-06,44.0,1.059,0.448,1.83,0.25,1,STOP_LOSS+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-02-27T06:00:00+00:00,2025-02-28T01:00:00+00:00,20,59.3,1.055,7.728e-05,10.0,4.592,1.462,2.63,0.18,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-04-04T09:00:00+00:00,2025-04-04T11:00:00+00:00,3,59.0,1.04,-1.52e-06,28.0,2.908,1.44,2.64,0.13,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-04-04T16:00:00+00:00,2025-04-06T13:00:00+00:00,46,63.3,1.189,5.6e-06,28.0,4.127,1.458,2.17,0.64,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-06-15T05:00:00+00:00,2025-06-15T12:00:00+00:00,8,60.7,1.074,-3.76e-05,60.0,0.5,0.4,1.71,0.4,1,STOP_LOSS+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-06-15T12:00:00+00:00,2025-06-15T14:00:00+00:00,3,59.7,1.001,7.334e-05,60.0,-1.439,-1.118,0.81,2.5,0,STOP_LOSS
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-08-04T00:00:00+00:00,2025-08-04T13:00:00+00:00,14,68.3,1.376,-7.571e-05,64.0,0.565,0.41,1.45,0.54,1,STOP_LOSS+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-09-26T17:00:00+00:00,2025-09-28T18:00:00+00:00,50,58.4,1.185,-4.772e-05,28.0,-2.545,-1.064,0.71,1.03,0,STOP_LOSS
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-10-12T15:00:00+00:00,2025-10-12T20:00:00+00:00,6,65.2,1.178,-0.00123408,24.0,-3.095,-1.053,1.01,1.38,0,STOP_LOSS
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-11-02T04:00:00+00:00,2025-11-02T14:00:00+00:00,11,58.4,1.175,5.263e-05,37.0,1.487,1.386,2.11,0.27,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-05T16:00:00+00:00,2025-11-07T11:00:00+00:00,44,58.6,1.013,5.027e-05,23.0,4.042,1.457,2.26,0.48,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-07T17:00:00+00:00,2025-11-09T14:00:00+00:00,46,62.7,1.105,1.958e-05,24.0,1.187,0.453,1.43,0.88,1,STOP_LOSS+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-11-23T02:00:00+00:00,2025-11-23T14:00:00+00:00,13,59.3,1.104,4.294e-05,13.0,-2.227,-1.074,0.72,1.0,0,STOP_LOSS
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-12-02T13:00:00+00:00,2025-12-02T14:00:00+00:00,2,65.0,1.114,1.549e-05,23.0,-1.773,-1.094,1.02,1.34,0,STOP_LOSS
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-12-07T17:00:00+00:00,2025-12-07T22:00:00+00:00,6,59.0,1.016,-4.449e-05,20.0,3.284,1.915,2.17,0.67,1,TAKE_PROFIT
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-12-16T15:00:00+00:00,2025-12-17T01:00:00+00:00,11,58.2,1.067,-6.503e-05,11.0,0.923,0.441,1.1,0.14,1,STOP_LOSS+PARTIAL
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-12-18T13:00:00+00:00,2025-12-18T15:00:00+00:00,3,59.9,1.339,-3.187e-05,17.0,-1.824,-1.091,1.16,1.26,0,STOP_LOSS
20260624T150558Z,SOLUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-12-25T15:00:00+00:00,2025-12-25T23:00:00+00:00,9,62.1,1.08,0.0001,23.0,1.299,1.37,3.39,0.67,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,SOLUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-01-21T15:00:00+00:00,2026-01-21T16:00:00+00:00,2,61.6,1.2,-2.73e-05,24.0,2.627,1.895,2.72,0.41,1,TAKE_PROFIT
20260624T150558Z,SOLUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_HIGH,2026-01-21T19:00:00+00:00,2026-01-23T14:00:00+00:00,44,60.3,1.21,3.81e-06,24.0,2.806,1.438,2.43,0.26,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,SOLUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_HIGH,2026-02-06T16:00:00+00:00,2026-02-11T15:00:00+00:00,120,61.4,1.084,-0.00055144,9.0,6.682,1.474,2.08,0.79,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,SOLUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-02-12T09:00:00+00:00,2026-02-12T16:00:00+00:00,8,59.2,1.125,-7.372e-05,5.0,2.686,1.435,2.36,0.3,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,SOLUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_LOW,2026-02-24T20:00:00+00:00,2026-02-25T01:00:00+00:00,6,59.0,1.027,-5.768e-05,8.0,-1.822,-1.091,0.42,2.97,0,STOP_LOSS
20260624T150558Z,SOLUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-03-09T05:00:00+00:00,2026-03-09T09:00:00+00:00,5,64.8,1.165,-0.00010144,8.0,0.807,0.433,1.24,0.22,1,STOP_LOSS+PARTIAL
20260624T150558Z,SOLUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_LOW,2026-03-30T02:00:00+00:00,2026-03-30T08:00:00+00:00,7,61.0,1.124,-0.00027324,8.0,-1.735,-1.096,0.68,1.16,0,STOP_LOSS
20260624T150558Z,SOLUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_LOW,2026-04-29T03:00:00+00:00,2026-04-29T09:00:00+00:00,7,61.7,1.208,-1.641e-05,26.0,-0.931,-1.194,2.11,1.47,0,STOP_LOSS
20260624T150558Z,SOLUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_LOW,2026-05-01T01:00:00+00:00,2026-05-01T03:00:00+00:00,3,58.4,1.192,6.01e-05,26.0,-0.978,-1.183,0.61,1.12,0,STOP_LOSS
20260624T150558Z,SOLUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-05-29T16:00:00+00:00,2026-05-30T01:00:00+00:00,10,60.5,1.031,2.5e-05,23.0,0.549,0.408,1.19,0.26,1,STOP_LOSS+PARTIAL
20260624T150558Z,SOLUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_HIGH,2026-06-07T04:00:00+00:00,2026-06-07T08:00:00+00:00,5,58.7,1.047,-7.23e-05,12.0,-2.495,-1.066,0.53,1.25,0,STOP_LOSS
20260624T150558Z,BNBUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2024-08-06T00:00:00+00:00,2024-08-08T16:00:00+00:00,65,60.2,1.017,0.0,17.0,-4.473,-1.036,1.14,1.11,0,STOP_LOSS
20260624T150558Z,BNBUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-11-01T13:00:00+00:00,2024-11-01T15:00:00+00:00,3,59.5,1.267,0.0,75.0,1.854,1.853,2.77,0.1,1,TAKE_PROFIT
20260624T150558Z,BNBUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-01-27T20:00:00+00:00,2025-01-28T00:00:00+00:00,5,58.8,1.036,0.0,71.0,-1.522,-1.111,0.81,0.97,0,STOP_LOSS
20260624T150558Z,BNBUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2025-03-11T08:00:00+00:00,2025-03-12T12:00:00+00:00,29,61.3,1.034,-6.049e-05,24.0,1.156,0.452,1.77,0.24,1,STOP_LOSS+PARTIAL
20260624T150558Z,BNBUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-10-18T07:00:00+00:00,2025-10-19T09:00:00+00:00,27,60.5,1.191,0.0,23.0,3.112,1.444,2.13,0.49,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,BNBUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-01-26T18:00:00+00:00,2026-01-27T02:00:00+00:00,9,58.5,1.041,5.329e-05,20.0,-0.977,-1.183,0.88,1.01,0,STOP_LOSS
20260624T150558Z,BNBUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_HIGH,2026-02-02T15:00:00+00:00,2026-02-03T18:00:00+00:00,28,60.3,1.043,0.0,14.0,3.378,1.448,2.3,0.31,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,BNBUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_HIGH,2026-02-06T17:00:00+00:00,2026-02-09T10:00:00+00:00,66,59.1,1.002,0.0,9.0,4.723,1.463,2.15,0.36,1,TAKE_PROFIT+PARTIAL
20260624T150558Z,BNBUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-02-25T01:00:00+00:00,2026-02-25T12:00:00+00:00,12,60.1,1.249,0.0,11.0,-1.536,-1.11,1.66,1.8,0,STOP_LOSS
20260624T150558Z,BNBUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-03-23T11:00:00+00:00,2026-03-23T13:00:00+00:00,3,63.0,1.274,0.0,8.0,-1.463,-1.116,1.41,1.49,0,STOP_LOSS
20260624T150558Z,BNBUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-03-30T02:00:00+00:00,2026-03-31T01:00:00+00:00,24,61.3,1.007,0.0,8.0,0.351,0.369,1.59,0.82,1,STOP_LOSS+PARTIAL
20260624T150558Z,BNBUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_LOW,2026-05-20T06:00:00+00:00,2026-05-20T14:00:00+00:00,9,58.4,1.198,7.62e-05,27.0,-0.816,-1.227,0.61,1.3,0,STOP_LOSS
20260624T150558Z,BNBUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-05-29T16:00:00+00:00,2026-05-30T01:00:00+00:00,10,61.0,1.149,0.0,23.0,-1.023,-1.174,1.04,1.73,0,STOP_LOSS
20260624T150558Z,BNBUSDT,OUT_OF_SAMPLE,SHORT,DOWNTREND_NORMAL,2026-06-07T04:00:00+00:00,2026-06-07T08:00:00+00:00,5,59.2,1.156,0.0,12.0,-1.505,-1.112,0.61,2.06,0,STOP_LOSS
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_HIGH,2024-08-06T00:00:00+00:00,2024-08-07T19:00:00+00:00,44,59.3,1.022,2.478e-05,17.0,-4.609,-1.035,1.08,1.16,0,STOP_LOSS
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2024-10-04T18:00:00+00:00,2024-10-07T00:00:00+00:00,55,61.3,1.219,1.62e-05,41.0,0.829,0.435,1.25,0.02,1,STOP_LOSS+PARTIAL
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_NORMAL,2025-02-07T11:00:00+00:00,2025-02-07T13:00:00+00:00,3,59.0,1.104,2.9e-05,44.0,-3.224,-1.05,0.61,1.08,0,STOP_LOSS
20260624T150558Z,XRPUSDT,IN_SAMPLE,SHORT,DOWNTREND_LOW,2025-02-12T17:00:00+00:00,2025-02-13T21:00:00+00:00,29,58.9,1.197,1.842e-05,46.0,-2.497,-1.066,0.67,1.29,0,STOP_LOSS
